"units","scenario","year","value","variable","source"
"W/m^2","GCAM_SSP3",2078,0.406538,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2079,0.406831,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2080,0.407116,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2081,0.4071,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2082,0.407074,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2083,0.40704,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2084,0.406999,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2085,0.406949,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2086,0.40708,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2087,0.407209,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2088,0.407337,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2089,0.407462,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2090,0.407584,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2091,0.40773,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2092,0.407873,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2093,0.408012,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2094,0.408149,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2095,0.408283,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2096,0.408411,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2097,0.408535,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2098,0.408657,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2099,0.408775,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",2100,0.408891,"RF_O3_trop","gcam xmldb"
"W/m^2","GCAM_SSP3",1976,0.264375,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1977,0.271763,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1978,0.286187,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1979,0.292457,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1980,0.288699,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1981,0.286106,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1982,0.307659,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1983,0.289147,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1984,0.301257,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1985,0.308138,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1986,0.313946,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1987,0.325852,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1988,0.338401,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1989,0.333521,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1990,0.34553,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1991,0.37767,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1992,0.336373,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1993,0.346989,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1994,0.370274,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1995,0.365003,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1996,0.356902,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1997,0.394163,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1998,0.403259,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1999,0.357657,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2000,0.342278,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2001,0.350862,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2002,0.379901,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2003,0.392369,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2004,0.411577,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2005,0.411577,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2006,0.400286,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2007,0.388996,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2008,0.377706,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2009,0.366416,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2010,0.355126,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2011,0.352301,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2012,0.349476,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2013,0.346651,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2014,0.343826,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2015,0.341001,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2016,0.334289,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2017,0.327577,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2018,0.320865,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2019,0.314153,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2020,0.307441,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2021,0.300729,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2022,0.300384,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2023,0.300038,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2024,0.299693,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2025,0.299348,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2026,0.293941,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2027,0.288534,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2028,0.283126,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2029,0.277719,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2030,0.272312,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2031,0.268947,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2032,0.265582,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2033,0.262217,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2034,0.258852,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2035,0.255487,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2036,0.251092,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2037,0.246697,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2038,0.242302,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2039,0.237907,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2040,0.233512,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2041,0.230739,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2042,0.227966,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2043,0.225193,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2044,0.222419,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2045,0.219646,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2046,0.217754,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2047,0.215862,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2048,0.21397,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2049,0.212077,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2050,0.210185,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2051,0.20742,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2052,0.204654,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2053,0.201888,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2054,0.199122,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2055,0.196357,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2056,0.193942,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2057,0.191527,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2058,0.189113,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2059,0.186698,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2060,0.184284,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2061,0.182133,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2062,0.179983,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2063,0.177833,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2064,0.175683,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2065,0.173533,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2066,0.171661,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2067,0.169789,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2068,0.167918,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2069,0.166046,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2070,0.164174,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2071,0.162329,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2072,0.160483,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2073,0.158637,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2074,0.156792,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2075,0.154946,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2076,0.153292,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2077,0.151638,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2078,0.149983,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2079,0.148329,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2080,0.146675,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2081,0.145052,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2082,0.143428,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2083,0.141805,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2084,0.140182,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2085,0.138558,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2086,0.136947,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2087,0.135335,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2088,0.133724,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2089,0.132112,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2090,0.130501,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2091,0.128853,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2092,0.127204,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2093,0.125556,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2094,0.123908,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2095,0.122259,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2096,0.120649,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2097,0.119039,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2098,0.11743,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2099,0.11582,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",2100,0.11421,"RF_BC","gcam xmldb"
"W/m^2","GCAM_SSP3",1976,-0.492498,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1977,-0.497157,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1978,-0.498994,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1979,-0.507187,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1980,-0.504677,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1981,-0.489027,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1982,-0.480388,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1983,-0.473069,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1984,-0.478727,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1985,-0.479953,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1986,-0.479992,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1987,-0.489268,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1988,-0.493499,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1989,-0.493689,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1990,-0.492054,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1991,-0.48741,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1992,-0.470615,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1993,-0.462933,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1994,-0.452662,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1995,-0.44381,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1996,-0.436449,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1997,-0.438079,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1998,-0.428638,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1999,-0.405624,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2000,-0.406651,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2001,-0.409551,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2002,-0.406849,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2003,-0.421447,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2004,-0.441609,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2005,-0.441609,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2006,-0.430844,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2007,-0.420079,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2008,-0.409314,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2009,-0.398549,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2010,-0.387784,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2011,-0.37651,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2012,-0.365237,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2013,-0.353964,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2014,-0.342691,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2015,-0.331417,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2016,-0.319563,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2017,-0.307708,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2018,-0.295853,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2019,-0.283998,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2020,-0.272143,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2021,-0.260288,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2022,-0.264753,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2023,-0.269217,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2024,-0.273681,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2025,-0.278146,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2026,-0.27572,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2027,-0.273295,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2028,-0.27087,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2029,-0.268445,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2030,-0.26602,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2031,-0.2639,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2032,-0.261779,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2033,-0.259659,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2034,-0.257538,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2035,-0.255418,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2036,-0.254286,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2037,-0.253154,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2038,-0.252021,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2039,-0.250889,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2040,-0.249757,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2041,-0.248749,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2042,-0.247741,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2043,-0.246732,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2044,-0.245724,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2045,-0.244716,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2046,-0.244386,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2047,-0.244057,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2048,-0.243728,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2049,-0.243398,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2050,-0.243069,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2051,-0.242126,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2052,-0.241183,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2053,-0.24024,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2054,-0.239297,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2055,-0.238354,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2056,-0.237854,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2057,-0.237353,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2058,-0.236853,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2059,-0.236353,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2060,-0.235853,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2061,-0.235164,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2062,-0.234475,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2063,-0.233786,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2064,-0.233097,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2065,-0.232408,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2066,-0.23174,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2067,-0.231072,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2068,-0.230404,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2069,-0.229736,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2070,-0.229068,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2071,-0.228049,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2072,-0.227031,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2073,-0.226012,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2074,-0.224994,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2075,-0.223975,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2076,-0.222836,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2077,-0.221697,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2078,-0.220558,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2079,-0.219419,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2080,-0.21828,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2081,-0.216491,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2082,-0.214703,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2083,-0.212915,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2084,-0.211127,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2085,-0.209339,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2086,-0.207647,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2087,-0.205956,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2088,-0.204265,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2089,-0.202573,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2090,-0.200882,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2091,-0.199064,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2092,-0.197245,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2093,-0.195427,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2094,-0.193609,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2095,-0.19179,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2096,-0.189747,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2097,-0.187703,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2098,-0.185659,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2099,-0.183616,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",2100,-0.181572,"RF_SO2","gcam xmldb"
"W/m^2","GCAM_SSP3",1976,-0.0763851,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1977,-0.0780022,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1978,-0.0800753,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1979,-0.0819936,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1980,-0.0838043,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1981,-0.0846538,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1982,-0.0874276,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1983,-0.0873815,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1984,-0.0896308,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1985,-0.0911805,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1986,-0.0928888,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1987,-0.095291,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1988,-0.0961403,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1989,-0.096864,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1990,-0.0978462,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1991,-0.101579,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1992,-0.0975369,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1993,-0.0984064,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1994,-0.10147,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1995,-0.0997669,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1996,-0.0997767,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1997,-0.105564,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1998,-0.106575,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",1999,-0.10267,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2000,-0.102112,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2001,-0.102542,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2002,-0.107621,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2003,-0.108938,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2004,-0.109847,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2005,-0.109847,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2006,-0.110559,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2007,-0.111272,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2008,-0.111984,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2009,-0.112697,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2010,-0.11341,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2011,-0.114864,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2012,-0.116319,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2013,-0.117773,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2014,-0.119228,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2015,-0.120682,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2016,-0.121705,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2017,-0.122729,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2018,-0.123752,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2019,-0.124776,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2020,-0.125799,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2021,-0.126823,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2022,-0.128769,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2023,-0.130715,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2024,-0.132661,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2025,-0.134607,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2026,-0.136418,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2027,-0.13823,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2028,-0.140041,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2029,-0.141852,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2030,-0.143664,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2031,-0.145394,"RF_NH3","gcam xmldb"
"W/m^2","GCAM_SSP3",2032,-0.147123,"RF_NH3","gcam xmldb"
